source,gear,win,arrive,done,dropped,cum_arrived,cum_done,cum_dropped,hit_n,empty_n,rt_hit_p50,rt_empty_p50,prep_hit_p50,prep_empty_p50,thermal,battC,bucketed
camera_sweep2.log,3,88,29.95,29.95,0,182,182,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,89,30.0,30.0,0,243,243,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,90,29.96,29.96,0,304,304,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,91,29.72,29.72,0,364,364,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,92,30.03,30.03,0,425,425,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,93,30.12,30.12,0,486,486,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,94,29.96,29.96,0,546,546,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,95,29.99,29.99,0,606,606,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,96,30.0,30.0,0,666,666,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,97,29.99,29.99,0,727,727,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,98,29.99,29.99,0,788,788,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,99,30.08,30.08,0,849,849,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,100,29.91,29.91,0,909,909,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,101,30.17,30.17,0,970,970,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,102,29.88,29.88,0,1030,1030,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,103,30.05,30.05,0,1091,1091,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,104,29.98,29.98,0,1152,1152,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,105,29.99,29.99,0,1212,1212,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,106,30.11,30.11,0,1273,1273,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,107,29.94,29.94,0,1333,1333,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,108,30.08,30.08,0,1394,1394,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,109,29.49,29.49,0,1453,1453,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,110,30.08,30.08,0,1514,1514,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,111,29.97,29.97,0,1574,1574,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,112,29.94,29.94,0,1634,1634,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,113,30.0,30.0,0,1695,1695,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,114,30.06,30.06,0,1756,1756,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,115,30.03,30.03,0,1817,1817,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,116,29.99,29.99,0,1877,1877,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,117,29.96,29.96,0,1937,1937,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,118,30.05,30.05,0,1998,1998,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,119,29.97,29.97,0,2058,2058,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,3,120,29.9,29.9,0,2118,2118,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,121,29.93,0.0,0,60,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,122,29.93,0.0,0,120,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,123,30.0,0.0,0,181,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,124,30.0,0.0,0,241,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,125,30.03,0.0,0,302,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,126,30.06,0.0,0,363,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,127,30.05,0.0,0,424,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,128,29.96,0.0,0,484,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,129,30.0,0.0,0,545,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,130,29.97,0.0,0,605,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,131,30.12,0.0,0,666,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,132,29.99,0.0,0,726,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,133,30.0,0.0,0,786,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,134,29.93,0.0,0,846,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,135,29.6,0.0,0,906,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,136,30.0,0.0,0,966,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,137,30.02,0.0,0,1027,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,138,29.94,0.0,0,1087,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,139,30.05,0.0,0,1148,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,140,30.0,0.0,0,1209,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,141,29.99,0.0,0,1269,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,142,30.06,0.0,0,1330,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,143,30.03,0.0,0,1391,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,144,29.97,0.0,0,1451,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,145,30.0,0.0,0,1511,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,146,29.93,0.0,0,1572,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,147,30.11,0.0,0,1633,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,148,30.0,0.0,0,1694,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,149,29.96,0.0,0,1754,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,150,30.08,0.0,0,1815,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,151,29.96,0.0,0,1875,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,152,30.02,0.0,0,1936,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,153,29.96,0.0,0,1996,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,154,30.08,0.0,0,2057,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,155,30.03,0.0,0,2118,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
camera_sweep2.log,4,156,29.95,0.0,0,2179,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,40.0,True
